samples,run,position,chosen_char,correct_char,chosen_score_ns,second_char,second_score_ns,gap_ns,was_correct,partial_guess
201,61,5,m,m,804920,*,700768,104152,1.1486255080140646,true,r4ndom
201,61,6,P,P,960394,b,863985,96409,1.1115864280051158,true,r4ndomP
201,61,7,@,@,1091896,9,965148,126748,1.131324936693647,true,r4ndomP@
201,61,8,s,s,1204360,e,1075227,129133,1.1200983606252448,true,r4ndomP@s
201,61,9,s,s,1373703,@,1336101,37602,1.0281430819975437,true,r4ndomP@ss
201,62,0,r,r,134488,$,36,134452,3735.777777777778,true,r
201,62,1,4,4,270747,K,136791,133956,1.9792749522994935,true,r4
201,62,2,n,n,409340,t,274643,134697,1.4904439581565887,true,r4n
201,62,3,d,d,549151,c,413073,136078,1.3294284545346706,true,r4nd
201,62,4,o,o,670115,O,540520,129595,1.2397598608747133,true,r4ndo
201,62,5,m,m,803847,C,673780,130067,1.193040755142628,true,r4ndom
201,62,6,P,P,938922,g,806293,132629,1.1644923123479927,true,r4ndomP
201,62,7,@,@,1070947,f,940949,129998,1.1381562656424524,true,r4ndomP@
201,62,8,s,s,1206570,e,1075817,130753,1.1215383285447247,true,r4ndomP@s
201,62,9,s,s,1340541,1,1209864,130677,1.1080096605899505,true,r4ndomP@ss
201,63,0,r,r,134205,d,41,134164,3273.2926829268295,true,r
201,63,1,4,4,268143,K,136755,131388,1.9607546341998465,true,r4
201,63,2,n,n,401630,@,269769,131861,1.488792263010205,true,r4n
201,63,3,d,d,540418,$,404811,135607,1.334988426697891,true,r4nd
201,63,4,o,o,669540,Q,540984,128556,1.2376336453573489,true,r4ndo
201,63,5,m,m,806238,N,676415,129823,1.1919280323470058,true,r4ndom
201,63,6,P,P,938367,g,807642,130725,1.161860081570795,true,r4ndomP
201,63,7,@,@,1091224,!,965391,125833,1.1303440782025107,true,r4ndomP@
201,63,8,s,s,1230040,e,1106744,123296,1.1114042633165393,true,r4ndomP@s
201,63,9,s,s,1341938,4,1321325,20613,1.0156002497493046,true,r4ndomP@ss
201,64,0,r,r,135167,N,33,135134,4095.969696969697,true,r
201,64,1,4,4,272009,J,139686,132323,1.9472889194335867,true,r4
201,64,2,n,n,404944,F,274237,130707,1.476620587302224,true,r4n
201,64,3,d,d,536365,c,406970,129395,1.317947268840455,true,r4nd
201,64,4,o,o,671451,P,540496,130955,1.2422867144252687,true,r4ndo
201,64,5,m,m,802974,o,675724,127250,1.18831653160166,true,r4ndom
201,64,6,P,P,936837,L,806304,130533,1.1618905524467198,true,r4ndomP
201,64,7,@,@,1071209,r,965673,105536,1.1092875124395112,true,r4ndomP@
201,64,8,$,s,1336545,#,1273694,62851,1.0493454471796209,false,r4ndomP@$
201,64,9,b,s,1213088,t,1151463,61625,1.0535188712099304,false,r4ndomP@$b
201,65,0,r,r,134601,T,41,134560,3282.951219512195,true,r
201,65,1,4,4,271424,K,137724,133700,1.9707821439981412,true,r4
201,65,2,n,n,411274,l,273548,137726,1.5034801936040476,true,r4n
201,65,3,d,d,537140,c,414137,123003,1.297010409598756,true,r4nd
201,65,4,o,o,670953,9,548526,122427,1.2231927018956257,true,r4ndo
201,65,5,m,m,808521,3,751272,57249,1.0762027601188384,true,r4ndom
201,65,6,P,P,938143,c,824762,113381,1.1374711735021739,true,r4ndomP
201,65,7,@,@,1088574,#,954897,133677,1.1399910147377152,true,r4ndomP@
201,65,8,s,s,1228148,&,1115614,112534,1.1008718069152952,true,r4ndomP@s
201,65,9,s,s,1433038,k,1293583,139455,1.1078052200747845,true,r4ndomP@ss
201,66,0,r,r,134042,n,37,134005,3622.7567567567567,true,r
201,66,1,4,4,267861,K,137858,130003,1.943021079661681,true,r4
201,66,2,n,n,403145,G,270078,133067,1.4926984056457764,true,r4n
201,66,3,d,d,541349,@,414691,126658,1.3054274146292058,true,r4nd
201,66,4,o,o,670105,P,541662,128443,1.2371275814068552,true,r4ndo
201,66,5,m,m,804925,F,673148,131777,1.1957622989298045,true,r4ndom
201,66,6,P,P,955705,R,826078,129627,1.1569185960647783,true,r4ndomP
201,66,7,@,@,1098569,F,1006655,91914,1.0913063561994925,true,r4ndomP@
201,66,8,s,s,1236547,f,1103772,132775,1.1202920530689309,true,r4ndomP@s
201,66,9,e,s,1389670,s,1348696,40974,1.0303804563815715,false,r4ndomP@se
201,67,0,r,r,138297,N,21,138276,6585.571428571428,true,r
201,67,1,4,4,274703,J,142486,132217,1.92792976152043,true,r4
201,67,2,n,n,466277,w,338505,127772,1.3774597125596373,true,r4n
201,67,3,d,d,544154,h,411191,132963,1.3233606766685069,true,r4nd
201,67,4,o,o,685734,7,556763,128971,1.2316443441823541,true,r4ndo
201,67,5,m,m,815218,a,691831,123387,1.178348469496163,true,r4ndom
201,67,6,P,P,937993,g,825905,112088,1.1357153667794722,true,r4ndomP
201,67,7,@,@,1088706,B,985999,102707,1.1041654200460649,true,r4ndomP@
201,67,8,s,s,1213021,N,1108892,104129,1.0939036443585128,true,r4ndomP@s
201,67,9,s,s,1360577,e,1243525,117052,1.0941291892000562,true,r4ndomP@ss
201,68,0,r,r,136345,d,38,136307,3588.0263157894738,true,r
201,68,1,4,4,271281,K,141168,130113,1.9216890513430807,true,r4
201,68,2,n,n,409523,L,278509,131014,1.4704120872215978,true,r4n
201,68,3,d,d,552257,c,418872,133385,1.3184385683454611,true,r4nd
201,68,4,o,o,690889,p,554901,135988,1.245067138102112,true,r4ndo
201,68,5,m,m,828416,b,700866,127550,1.1819891391507078,true,r4ndom
201,68,6,P,P,944456,g,831727,112729,1.135536059307922,true,r4ndomP
201,68,7,@,@,1092101,d,969073,123028,1.1269543161351105,true,r4ndomP@
201,68,8,s,s,1220164,W,1105316,114848,1.1039051275834242,true,r4ndomP@s
201,68,9,s,s,1365134,x,1245803,119331,1.0957864124584706,true,r4ndomP@ss
201,69,0,r,r,135653,N,40,135613,3391.325,true,r
201,69,1,4,4,271471,K,141106,130365,1.9238799200600967,true,r4
201,69,2,n,n,413158,9,389105,24053,1.061816219272433,true,r4n
201,69,3,d,d,552571,i,481240,71331,1.1482233397057602,true,r4nd
201,69,4,o,o,669589,K,559802,109787,1.196117555850104,true,r4ndo
201,69,5,m,m,825321,j,694276,131045,1.1887505833414953,true,r4ndom
201,69,6,P,P,952016,g,832423,119593,1.1436685435169378,true,r4ndomP
201,69,7,@,@,1084771,f,969873,114898,1.118467057027054,true,r4ndomP@
201,69,8,s,s,1241835,^,1131032,110803,1.0979662821211071,true,r4ndomP@s
201,69,9,s,s,1376362,Y,1291462,84900,1.0657394487797551,true,r4ndomP@ss
201,70,0,r,r,134505,g,27,134478,4981.666666666667,true,r
201,70,1,4,4,268831,K,138601,130230,1.9396036103635617,true,r4
201,70,2,n,n,403269,G,272252,131017,1.4812342976360138,true,r4n
201,70,3,d,d,534857,D,421406,113451,1.2692201819622881,true,r4nd
201,70,4,o,o,674842,#,555217,119625,1.2154562990686524,true,r4ndo
201,70,5,m,m,835013,z,771684,63329,1.082065975191918,true,r4ndom
201,70,6,P,P,939420,l,846342,93078,1.1099768178821328,true,r4ndomP
201,70,7,@,@,1108673,c,1004106,104567,1.1041394036087824,true,r4ndomP@
201,70,8,s,s,1248124,o,1109311,138813,1.1251344302905137,true,r4ndomP@s
201,70,9,s,s,1351731,V,1248051,103680,1.08307352824524,true,r4ndomP@ss
201,71,0,r,r,139184,N,21,139163,6627.809523809524,true,r
201,71,1,4,4,273721,J,143048,130673,1.9134905765896761,true,r4
201,71,2,n,n,408858,E,279017,129841,1.465351573560034,true,r4n
201,71,3,d,d,553747,b,418319,135428,1.3237433633184243,true,r4nd
201,71,4,o,o,674136,D,558897,115239,1.206190049329304,true,r4ndo
201,71,5,m,m,802114,*,688080,114034,1.1657278223462388,true,r4ndom
201,71,6,P,P,956758,$,832224,124534,1.1496400007690237,true,r4ndomP
201,71,7,@,@,1091184,d,1001430,89754,1.08962583505587,true,r4ndomP@
201,71,8,s,s,1204628,#,1101225,103403,1.0938981588685328,true,r4ndomP@s
201,71,9,s,s,1383539,x,1270843,112696,1.088678145136732,true,r4ndomP@ss
201,72,0,r,r,138706,K,22,138684,6304.818181818182,true,r
201,72,1,4,4,270792,J,141873,128919,1.9086929859804191,true,r4
201,72,2,n,n,407724,j,271657,136067,1.5008779453502026,true,r4n
201,72,3,d,d,553015,r,419771,133244,1.3174206888994238,true,r4nd
201,72,4,^,o,719487,o,673705,45782,1.0679555591839158,false,r4nd^
201,72,5,i,m,640469,h,609909,30560,1.0501058354606998,false,r4nd^i
201,72,6,j,P,576624,c,573386,3238,1.0056471556682585,false,r4nd^ij
201,72,7,j,@,557345,^,555915,1430,1.0025723356988028,false,r4nd^ijj
201,72,8,w,s,568532,A,566935,1597,1.0028169014084507,false,r4nd^ijjw
201,72,9,&,s,556558,^,555419,1139,1.0020507040630586,false,r4nd^ijjw&
201,73,0,r,r,138747,Q,19,138728,7302.473684210527,true,r
201,73,1,4,4,277103,J,146490,130613,1.8916171752338045,true,r4
201,73,2,n,n,416836,a,286888,129948,1.4529572516103846,true,r4n
201,73,3,d,d,556072,3,419392,136680,1.325900350984282,true,r4nd
201,73,4,o,o,681190,^,556462,124728,1.2241446855310876,true,r4ndo
201,73,5,m,m,829971,Q,695211,134760,1.193840431178448,true,r4ndom
201,73,6,P,P,1185199,R,1100757,84442,1.076712662286045,true,r4ndomP
201,73,7,@,@,1106921,R,997808,109113,1.1093527011208568,true,r4ndomP@
201,73,8,s,s,1231758,d,1117399,114359,1.1023439254912524,true,r4ndomP@s
201,73,9,s,s,1365471,O,1248252,117219,1.0939065188759962,true,r4ndomP@ss
201,74,0,r,r,138253,s,21,138232,6583.476190476191,true,r
201,74,1,4,4,277142,r,156881,120261,1.7665746648733753,true,r4
201,74,2,n,n,467918,r,338373,129545,1.3828467401358855,true,r4n
201,74,3,d,d,545260,7,414243,131017,1.3162805406488463,true,r4nd
201,74,4,o,o,670144,*,564501,105643,1.1871440440318086,true,r4ndo
201,74,5,m,m,832778,p,760477,72301,1.095073223779286,true,r4ndom
201,74,6,P,P,967521,3,832138,135383,1.1626929667915658,true,r4ndomP
201,74,7,@,@,1090725,e,972126,118599,1.1219996173335556,true,r4ndomP@
201,74,8,s,s,1230426,O,1107008,123418,1.1114879025264497,true,r4ndomP@s
201,74,9,s,s,1380930,e,1249511,131419,1.1051763449861587,true,r4ndomP@ss
201,75,0,r,r,137525,B,33,137492,4167.424242424242,true,r
201,75,1,4,4,275756,J,141995,133761,1.9420120426775591,true,r4
201,75,2,n,n,413069,L,279202,133867,1.4794628978302449,true,r4n
201,75,3,d,d,554381,9,418752,135629,1.3238886023230934,true,r4nd
201,75,4,o,o,693050,M,555826,137224,1.2468830173471555,true,r4ndo
201,75,5,W,m,850958,Z,850264,694,1.0008162170808126,false,r4ndoW
201,75,6,$,P,693842,@,693208,634,1.0009145884063657,false,r4ndoW$
201,75,7,C,@,719049,D,719043,6,1.0000083444244643,false,r4ndoW$C
201,75,8,h,s,712501,o,703402,9099,1.0129357039075806,false,r4ndoW$Ch
201,75,9,M,s,703906,L,695555,8351,1.0120062396215972,false,r4ndoW$ChM
201,76,0,r,r,138545,#,21,138524,6597.380952380952,true,r
201,76,1,4,4,271893,S,139788,132105,1.945038200703923,true,r4
201,76,2,n,n,412787,Q,279022,133765,1.479406641770183,true,r4n
201,76,3,d,d,553049,9,420574,132475,1.31498618554642,true,r4nd
201,76,4,o,o,692830,a,564309,128521,1.2277493359134801,true,r4ndo
201,76,5,m,m,831799,c,695083,136716,1.1966901794461957,true,r4ndom
201,76,6,P,P,969891,M,860891,109000,1.1266130090801274,true,r4ndomP
201,76,7,@,@,1109420,p,981055,128365,1.1308438364821545,true,r4ndomP@
201,76,8,s,s,1288195,r,1211055,77140,1.0636965290593738,true,r4ndomP@s
201,76,9,P,s,1595229,U,1481317,113912,1.076899137726766,false,r4ndomP@sP
201,77,0,r,r,139024,9,22,139002,6319.272727272727,true,r
201,77,1,4,4,277130,J,141856,135274,1.9536008346492217,true,r4
201,77,2,n,n,406966,i,277954,129012,1.464148744036783,true,r4n
201,77,3,d,d,549712,N,434526,115186,1.265084252725959,true,r4nd
201,77,4,o,o,684412,l,555791,128621,1.231419724320833,true,r4ndo
201,77,5,m,m,832499,K,720551,111948,1.1553644363827127,true,r4ndom
201,77,6,P,P,947020,j,837258,109762,1.1310969856364466,true,r4ndomP
201,77,7,@,@,1102958,l,974564,128394,1.131745067537894,true,r4ndomP@
201,77,8,s,s,1231132,r,1116824,114308,1.102350952343431,true,r4ndomP@s
201,77,9,s,s,1368240,e,1268132,100108,1.0789413089489106,true,r4ndomP@ss
201,78,0,r,r,138617,d,28,138589,4950.607142857143,true,r
201,78,1,4,4,275050,J,141653,133397,1.9417167303198661,true,r4
201,78,2,n,n,415017,D,278631,136386,1.4894860945120967,true,r4n
201,78,3,d,d,554023,b,418973,135050,1.3223358068419684,true,r4nd
201,78,4,o,o,670400,3,569638,100762,1.176887777851899,true,r4ndo
201,78,5,m,m,834014,k,721083,112931,1.1566130389982845,true,r4ndom
201,78,6,P,P,968047,g,836154,131893,1.1577376894686864,true,r4ndomP
201,78,7,@,@,1088811,f,972722,116089,1.1193444786896976,true,r4ndomP@
201,78,8,s,s,1246348,i,1141340,105008,1.0920041354898629,true,r4ndomP@s
201,78,9,s,s,1360046,k,1315436,44610,1.033912710310498,true,r4ndomP@ss
201,79,0,r,r,138861,t,21,138840,6612.428571428572,true,r
201,79,1,4,4,278918,3,144361,134557,1.932086920982814,true,r4
201,79,2,n,n,417142,V,288186,128956,1.4474748946860707,true,r4n
201,79,3,d,d,557009,v,431548,125461,1.290723164051276,true,r4nd
201,79,4,o,o,690497,L,555596,134901,1.2428041238597831,true,r4ndo
201,79,5,m,m,827133,A,697050,130083,1.1866193242952443,true,r4ndom
201,79,6,P,P,974183,1,840569,133614,1.158956611533378,true,r4ndomP
201,79,7,@,@,1107905,5,1017032,90873,1.0893511708579475,true,r4ndomP@
201,79,8,B,s,1397224,A,1344606,52618,1.0391326529853355,false,r4ndomP@B
201,79,9,4,s,1107848,K,1107607,241,1.000217586201604,false,r4ndomP@B4
201,80,0,r,r,138341,!,21,138320,6587.666666666667,true,r
201,80,1,4,4,273394,J,145481,127913,1.8792419628680035,true,r4
201,80,2,n,n,409884,w,279008,130876,1.4690761555224223,true,r4n
201,80,3,d,d,553020,!,420280,132740,1.3158370610069476,true,r4nd
201,80,4,o,o,680977,N,556918,124059,1.222759903612381,true,r4ndo
201,80,5,9,m,868338,8,849081,19257,1.0226798149999823,false,r4ndo9
201,80,6,a,P,787561,b,747932,39629,1.0529847633207297,false,r4ndo9a
201,80,7,h,@,700489,i,694252,6237,1.0089837695822266,false,r4ndo9ah
201,80,8,2,s,696262,4,692886,3376,1.004872374387706,false,r4ndo9ah2
201,80,9,E,s,719076,T,715044,4032,1.0056388138352326,false,r4ndo9ah2E
201,81,0,r,r,136381,k,19,136362,7177.9473684210525,true,r
201,81,1,4,4,272861,J,141772,131089,1.9246466156928026,true,r4
201,81,2,n,n,408222,E,278761,129461,1.4644157539971516,true,r4n
201,81,3,d,d,544231,@,418670,125561,1.2999044593594,true,r4nd
201,81,4,o,o,666825,O,557796,109029,1.1954639330507928,true,r4ndo
201,81,5,m,m,813376,*,738547,74829,1.101319211912038,true,r4ndom
201,81,6,f,P,954231,b,950833,3398,1.0035737085271546,false,r4ndomf
201,81,7,S,@,862333,T,850680,11653,1.013698453002304,false,r4ndomfS
201,81,8,i,s,833434,n,833165,269,1.0003228652187741,false,r4ndomfSi
201,81,9,D,s,838444,&,838160,284,1.0003388374534694,false,r4ndomfSiD
201,82,0,r,r,136979,W,40,136939,3424.475,true,r
201,82,1,4,4,276631,7,139640,136991,1.9810297908908623,true,r4
201,82,2,n,n,414321,B,283030,131291,1.463876620852913,true,r4n
201,82,3,d,d,548769,k,421089,127680,1.3032138099071693,true,r4nd
201,82,4,o,o,667780,f,558440,109340,1.1957954301267817,true,r4ndo
201,82,5,m,m,822257,G,743948,78309,1.105261389236882,true,r4ndom
201,82,6,P,P,944666,2,833315,111351,1.133624139731074,true,r4ndomP
201,82,7,@,@,1099592,g,975317,124275,1.1274201105896853,true,r4ndomP@
201,82,8,s,s,1244658,Q,1129374,115284,1.1020777882260437,true,r4ndomP@s
201,82,9,s,s,1356149,Q,1247947,108202,1.086704002653959,true,r4ndomP@ss
201,83,0,r,r,137382,3,35,137347,3925.2,true,r
201,83,1,4,4,275514,9,139828,135686,1.9703778928397746,true,r4
201,83,2,n,n,412714,d,278785,133929,1.4804024606775832,true,r4n
201,83,3,d,d,547049,!,420848,126201,1.2998731133330799,true,r4nd
201,83,4,o,o,696785,I,578447,118338,1.2045788118876923,true,r4ndo
201,83,5,m,m,802265,X,695045,107220,1.1542633930177182,true,r4ndom
201,83,6,9,P,1042371,8,1018272,24099,1.0236665645328558,false,r4ndom9
201,83,7,a,@,859588,b,851068,8520,1.0100109509463404,false,r4ndom9a
201,83,8,s,s,864439,r,843805,20634,1.0244535171040703,true,r4ndom9as
201,83,9,$,s,830579,e,830450,129,1.000155337467638,false,r4ndom9as$
201,84,0,r,r,137611,y,28,137583,4914.678571428572,true,r
201,84,1,4,4,276431,J,140504,135927,1.9674244149632751,true,r4
201,84,2,n,n,414051,g,278686,135365,1.4857258706931815,true,r4n
201,84,3,d,d,541003,9,419310,121693,1.2902220314325916,true,r4nd
201,84,4,o,o,670787,j,554935,115852,1.2087667925072305,true,r4ndo
201,84,5,m,m,829441,l,694472,134969,1.1943476482853161,true,r4ndom
201,84,6,0,P,1049954,Z,1007418,42536,1.0422227913338853,false,r4ndom0
201,84,7,@,@,833153,K,831820,1333,1.0016025101584478,true,r4ndom0@
201,84,8,0,s,884888,1,848992,35896,1.0422807282047417,false,r4ndom0@0
201,84,9,g,s,835284,d,831708,3576,1.0042995859123636,false,r4ndom0@0g
201,85,0,r,r,135462,p,36,135426,3762.8333333333335,true,r
201,85,1,4,4,274473,J,140740,133733,1.9502131590166265,true,r4
201,85,2,n,n,406710,S,281805,124905,1.4432320221429713,true,r4n
201,85,3,3,d,629389,d,553817,75572,1.1364566273696908,false,r4n3
201,85,4,a,o,464709,c,460052,4657,1.0101227687304912,false,r4n3a
201,85,5,u,m,432227,H,429610,2617,1.006091571425246,false,r4n3au
201,85,6,Z,P,423190,1,423082,108,1.0002552696640368,false,r4n3auZ
201,85,7,U,@,437948,7,431934,6014,1.0139234234859955,false,r4n3auZU
201,85,8,1,s,416872,M,416469,403,1.0009676590574568,false,r4n3auZU1
201,85,9,X,s,418105,m,417241,864,1.002070745684149,false,r4n3auZU1X
201,86,0,r,r,138727,2,20,138707,6936.35,true,r
201,86,1,4,4,277257,J,142105,135152,1.951071390872946,true,r4
201,86,2,n,n,415829,S,288624,127205,1.4407291146959367,true,r4n
201,86,3,d,d,554265,t,420368,133897,1.3185232938758422,true,r4nd
201,86,4,o,o,668912,C,556761,112151,1.2014347269295083,true,r4ndo
201,86,5,y,m,928778,x,893752,35026,1.0391898423723807,false,r4ndoy
201,86,6,h,P,696069,r,694757,1312,1.0018884300554007,false,r4ndoyh
201,86,7,h,@,696650,X,696036,614,1.000882138280204,false,r4ndoyhh
201,86,8,h,s,695268,I,695074,194,1.0002791069727828,false,r4ndoyhhh
201,86,9,h,s,695810,j,694109,1701,1.0024506237492958,false,r4ndoyhhhh
201,87,0,r,r,136533,e,20,136513,6826.65,true,r
201,87,1,4,4,275931,J,141499,134432,1.950056184142644,true,r4
201,87,2,n,n,416199,%,278721,137478,1.4932459341061493,true,r4n
201,87,3,d,d,554121,9,420392,133729,1.3181054825020457,true,r4nd
201,87,4,o,o,692777,M,557772,135005,1.2420433438752752,true,r4ndo
201,87,5,#,m,898337,$,894187,4150,1.0046410873788145,false,r4ndo#
201,87,6,d,P,798060,e,748989,49071,1.0655163159939598,false,r4ndo#d
201,87,7,!,@,726480,9,723585,2895,1.004000912125044,false,r4ndo#d!
201,87,8,h,s,693794,m,693499,295,1.0004253791281603,false,r4ndo#d!h
201,87,9,5,s,726878,4,726559,319,1.0004390558784628,false,r4ndo#d!h5
201,88,0,r,r,147419,9,20,147399,7370.95,true,r
201,88,1,4,4,297323,E,229065,68258,1.2979852880186846,true,r4
201,88,2,n,n,428892,a,315756,113136,1.358301980009881,true,r4n
201,88,3,d,d,539062,2,420073,118989,1.283257909934702,true,r4nd
201,88,4,o,o,684449,H,559555,124894,1.2232023661659712,true,r4ndo
201,88,5,m,m,830231,h,695740,134491,1.193306407566045,true,r4ndom
201,88,6,P,P,968069,4,835875,132194,1.1581504411544787,true,r4ndomP
201,88,7,@,@,1106637,E,970256,136381,1.1405618723306015,true,r4ndomP@
201,88,8,R,s,1430763,Q,1387244,43519,1.031370833105063,false,r4ndomP@R
201,88,9,&,s,1108551,A,1108164,387,1.0003492262878058,false,r4ndomP@R&
201,89,0,r,r,138377,g,19,138358,7283,true,r
201,89,1,4,4,276872,J,142615,134257,1.9413946639554045,true,r4
201,89,2,n,n,414532,M,280653,133879,1.4770267910907775,true,r4n
201,89,3,d,d,554324,a,418701,135623,1.323913723635721,true,r4nd
201,89,4,o,o,686708,M,557019,129689,1.2328268874131763,true,r4ndo
201,89,5,m,m,832803,5,693423,139380,1.201002851073587,true,r4ndom
201,89,6,P,P,962911,g,885371,77540,1.0875791052564405,true,r4ndomP
201,89,7,m,@,1153359,p,1105924,47435,1.0428917357793122,false,r4ndomPm
201,89,8,a,s,991858,f,986323,5535,1.0056117519311625,false,r4ndomPma
201,89,9,g,s,1052519,h,1045653,6866,1.0065662318187774,false,r4ndomPmag
201,90,0,r,r,136433,u,19,136414,7180.684210526316,true,r
201,90,1,4,4,274783,7,140741,134042,1.9524019297859188,true,r4
201,90,2,n,n,407050,l,278680,128370,1.460635854743792,true,r4n
201,90,3,d,d,539685,b,423697,115988,1.2737522333176774,true,r4nd
201,90,4,o,o,677941,6,571547,106394,1.1861509202217841,true,r4ndo
201,90,5,m,m,860090,k,721619,138471,1.1918893488114919,true,r4ndom
201,90,6,P,P,963586,g,861141,102445,1.1189642578857586,true,r4ndomP
201,90,7,@,@,1096390,Z,975529,120861,1.123892780224883,true,r4ndomP@
201,90,8,s,s,1203513,&,1193681,9832,1.0082367064567501,true,r4ndomP@s
201,90,9,d,s,1620701,c,1547798,72903,1.047101107508861,false,r4ndomP@sd
201,91,0,r,r,139621,f,18,139603,7756.722222222223,true,r
201,91,1,4,4,288952,I,147657,141295,1.9569136580047002,true,r4
201,91,2,n,n,407492,W,279027,128465,1.4604034734989804,true,r4n
201,91,3,d,d,539541,9,435171,104370,1.2398367538278057,true,r4nd
201,91,4,o,o,695836,w,577882,117954,1.2041143347603835,true,r4ndo
201,91,5,m,m,803647,O,717337,86310,1.1203200169515861,true,r4ndom
201,91,6,P,P,944868,x,859286,85582,1.0995966418631282,true,r4ndomP
201,91,7,@,@,1084978,1,1006157,78821,1.0783386688160992,true,r4ndomP@
201,91,8,U,s,1374656,T,1340255,34401,1.0256675035720815,false,r4ndomP@U
201,91,9,t,s,1112658,e,1109552,3106,1.0027993280170735,false,r4ndomP@Ut
201,92,0,r,r,136178,m,32,136146,4255.5625,true,r
201,92,1,4,4,276198,0,143707,132491,1.9219523057331933,true,r4
201,92,2,n,n,407844,f,278620,129224,1.463800157921183,true,r4n
201,92,3,d,d,543616,9,434533,109083,1.2510350192045254,true,r4nd
201,92,4,o,o,735522,k,608655,126867,1.2084382778421272,true,r4ndo
201,92,5,m,m,832276,g,693749,138527,1.1996788463839227,true,r4ndom
201,92,6,P,P,968148,X,852879,115269,1.1351528176916068,true,r4ndomP
201,92,7,@,@,1103981,x,1006493,97488,1.096859093903286,true,r4ndomP@
201,92,8,s,s,1216966,e,1109742,107224,1.096620655972289,true,r4ndomP@s
201,92,9,s,s,1354421,$,1292950,61471,1.0475432151281951,true,r4ndomP@ss
201,93,0,r,r,139447,q,20,139427,6972.35,true,r
201,93,1,4,4,270398,K,141186,129212,1.9151898913490006,true,r4
201,93,2,n,n,407053,8,287933,119120,1.413707355530627,true,r4n
201,93,3,d,d,550218,b,419631,130587,1.311194835462585,true,r4nd
